41.96954840 35.98384428
17.37266318 6.88650030
13.18882362 47.73147491
22.92626886 21.49914403
21.33361989 52.53477834
11.12966980 33.54827441
49.42020948 44.29031356
20.57431527 24.21843758
25.77422356 47.60250740
2.62828725 29.95268941
48.75173844 37.25637090
3.74906402 15.40961187
30.72232290 48.10784893
4.65891062 14.21524932
41.97046891 34.08706443
28.51245646 0.88478661
28.44529296 3.43046642
23.08695454 0.47853502
39.36805358 50.44642001
23.40675870 57.96203933
43.79943792 27.70807249
50.83796860 14.41665277
13.02167305 59.91743777
58.93094746 0.74352036
40.15296458 41.18346001
41.28640993 49.97848018
42.36648236 11.23660352
23.99711793 2.30767739
56.89714637 7.31023286
26.17822012 38.37984708
18.97394847 17.32727163
48.54252379 50.35806307
55.61885972 3.74069462
36.17572847 16.93781850
1.28571909 32.83187780
3.78515999 44.73959704
26.70998638 34.58031856
33.45930612 47.77090629
55.88562292 10.80013383
30.42753728 6.45819403
17.92387037 44.52627485
42.13167157 24.79016931
39.82568149 0.85077571
30.37508154 52.47865346
24.10552212 14.31364227
10.45222135 53.45559814
27.19273211 46.18692927
51.74430972 39.06010840
42.67189358 28.70150225
19.72111831 32.36024014
57.96839456 44.50162831
21.09490996 17.19687590
50.14697408 48.33098795
45.97111029 57.89060676
46.30949065 5.59523061
3.79317061 22.50387376
18.59160052 18.91055004
26.00355341 23.27506345
19.72770168 43.90955357
43.10764970 33.93820203
28.99489717 19.79285342
43.81364254 25.75973174
4.11106677 31.95069503
27.84585112 50.03068435
25.71163827 7.11638382
8.90875002 23.14241532
42.51039927 3.33151044
38.42077733 45.39488535
38.77118084 22.80041314
5.63851857 22.01178648
38.53114250 41.76005872
22.54006471 19.37581940
49.80427134 12.18968303
14.95238442 1.38765959
4.69253904 19.07655894
51.30301083 30.06932250
24.91119275 15.28978607
10.45715729 43.30461122
4.74468499 41.23962063
52.06115566 45.78609610
53.06957723 30.03690083
30.58457990 59.16035044
27.16354764 42.22536667
8.45811802 31.61004594
23.78516643 30.03576624
22.46478154 54.16112334
1.33100849 40.42529199
2.07405999 22.36459587
5.79395911 26.89079803
43.35060430 5.93632298
19.50801970 20.53863522
36.20752526 30.13721374
31.97549408 57.77565121
2.68712270 23.96664129
20.03951273 27.14423623
13.16912673 51.47858963
43.14283742 20.92618242
56.85196437 55.62510902
5.24812247 11.75472568
21.87315906 29.67754691
17.86881901 23.73638752
25.95339531 58.50061535
43.31610777 47.01390966
44.05592886 51.98748266
25.51691119 14.49532492
44.61995927 3.74946634
28.63439139 45.01428063
20.89282681 35.71036044
41.85439663 27.68150575
50.85020817 35.33972785
53.77767204 4.55526103
16.22957682 42.15478520
4.11011955 53.16265226
50.63017482 22.54735792
43.88713716 32.09703657
49.46395681 51.75796447
16.98446786 48.02005195
46.96055278 13.31637718
17.10788564 13.47798457
36.45513244 13.64964092
46.38001290 17.79302414
50.96242439 11.55493116
48.74880996 35.50521483
26.90013667 12.31175015
59.40001199 12.36589839
40.28483777 11.47447057
21.46158715 32.06760110
47.86193035 46.77242170
20.32622642 42.38104796
54.80093628 32.65275456
8.88396185 38.21695624
50.29829698 51.21737621
24.79877186 4.12415857
12.30021933 7.24225602
18.54591945 41.84250707
29.85545214 47.62245878
23.18118897 25.36084136
29.53942389 55.08344918
20.22911153 14.86732096
26.30777988 53.73811731
20.86959004 22.22672477
0.95148036 31.15396681
18.56292578 46.63392591
7.58244914 56.17437567
58.39520709 46.26023747
36.26518430 21.74452895
30.05133492 21.45425895
46.40910038 25.79492424
4.79795337 54.68175302
0.18884144 37.19409140
59.89290435 39.11212883
33.40532359 44.57036955
46.17821383 48.64921029
45.33959377 14.19680279
33.24132392 54.35216737
28.30028747 59.19034717
45.61640499 16.01254225
51.36068783 32.93978662
16.48832418 49.75766688
9.06687610 9.73329445
59.97826584 53.78022098
14.86320490 22.03056606
25.26083113 11.22987265
43.15937484 43.57889732
20.21264259 41.01417192
29.70150982 36.45517090
4.86660531 24.00838202
10.57703535 26.52323622
42.72441021 16.50223249
19.71767439 39.05466880
46.56806534 55.09410336
58.07844427 57.09804535
21.71437535 3.59399390
56.03672338 9.07532064
1.94112545 12.27563311
6.52226005 43.29118174
24.65657439 28.57688420
5.64198091 15.57226187
10.96054317 19.31238749
37.82016238 47.29882151
17.15615508 24.64946820
11.77408152 41.70669431
35.20799625 48.54980190
26.75932649 14.49583362
